AssignmentStatus	tweetId	num taggers	label	instance	start	end	tweetText
True	'504847613774942208'	1	location modifier	in	95	97	Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG
False	'504847613774942208'	2	severity or quantity	6.0	5	8	Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG
False	'592340255748988928'	1	type of impact	Delhi	14	19	RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK
False	'592340255748988928'	1	type of impact	Earthquake	56	66	RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK
False	'592340255748988928'	1	item affected	Metro services	20	34	RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK
True	'592340255748988928'	2	place name	Nepal	51	56	RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK
True	'592340255748988928'	1	type of impact	hit	35	38	RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK
False	'592340255748988928'	1	type of impact	NepalEarthquake	51	66	RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK
True	'592340255748988928'	2	item affected	Delhi Metro services	14	34	RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK
False	'383136085649260544'	1	item affected	death	36	41	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
False	'383136085649260544'	1	type of impact	death	36	41	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
False	'383136085649260544'	2	type of impact	quake	30	35	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
True	'383136085649260544'	4	place name	Balochistan	18	29	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
True	'383136085649260544'	2	place name	Pakistan	85	93	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
False	'383136085649260544'	1	item affected	400	53	56	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
True	'383136085649260544'	2	severity or quantity	nears 400	47	56	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
False	'383136085649260544'	1	severity or quantity	400	53	56	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
True	'383136085649260544'	1	type of impact	death toll	36	46	RT @nk_achakzai: #Balochistan quake death toll nears 400 http://t.co/3q3fLvtNy5 �?? #Pakistan . Prayers are good but they want food &amp; Shelter�??
True	'503999388864114688'	3	place name	Napa	20	24	Drone footage shows Napa quake damage:  http://t.co/vXJXeOBOyJ via @virollweb
False	'503999388864114688'	2	type of impact	quake	25	30	Drone footage shows Napa quake damage:  http://t.co/vXJXeOBOyJ via @virollweb
True	'503999388864114688'	1	type of impact	damage	31	37	Drone footage shows Napa quake damage:  http://t.co/vXJXeOBOyJ via @virollweb
True	'593501207051669504'	1	place name	Nepal	50	55	Do you await the Awaited One? #GoharShahi #Nepal #NepalEarthquake #HELPNEPAL #earthquake #EndTimesSigns #MountEverest
False	'593501207051669504'	1	type of impact	Nepal	43	48	Do you await the Awaited One? #GoharShahi #Nepal #NepalEarthquake #HELPNEPAL #earthquake #EndTimesSigns #MountEverest
True	'593501207051669504'	1	place name	Nepal	43	48	Do you await the Awaited One? #GoharShahi #Nepal #NepalEarthquake #HELPNEPAL #earthquake #EndTimesSigns #MountEverest
True	'593501207051669504'	1	place name	MountEverest	105	117	Do you await the Awaited One? #GoharShahi #Nepal #NepalEarthquake #HELPNEPAL #earthquake #EndTimesSigns #MountEverest
True	'593501207051669504'	1	place name	NEPAL	71	76	Do you await the Awaited One? #GoharShahi #Nepal #NepalEarthquake #HELPNEPAL #earthquake #EndTimesSigns #MountEverest
False	'593501207051669504'	1	type of impact	NepalEarthquake	50	65	Do you await the Awaited One? #GoharShahi #Nepal #NepalEarthquake #HELPNEPAL #earthquake #EndTimesSigns #MountEverest
True	'592694491116625921'	2	place name	Nepal	1	6	#Nepal families cremating the bodies of their family members in the fields  Photo: Niranjan Shrestha - @AP http://t.co/BLwQjhIiCK
True	'592694491116625921'	1	item affected	families	7	15	#Nepal families cremating the bodies of their family members in the fields  Photo: Niranjan Shrestha - @AP http://t.co/BLwQjhIiCK
False	'503702675800985601'	1	place name	wine region	67	78	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
False	'503702675800985601'	1	item affected	bottles	109	116	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
False	'503702675800985601'	1	item affected	barrels of wine	121	136	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
True	'503702675800985601'	2	type of impact	destroying	85	95	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
False	'503702675800985601'	2	type of impact	earthquake	51	61	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
True	'503702675800985601'	1	item affected	wine region	67	78	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
True	'503702675800985601'	4	place name	California	40	50	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
True	'503702675800985601'	3	severity or quantity	thousands	96	105	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
False	'503702675800985601'	1	item affected	California	40	50	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
True	'503702675800985601'	1	type of impact	hits	62	66	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
True	'503702675800985601'	3	item affected	bottles and barrels of wine	109	136	Every Old Person be like noooooo �??@AP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"
True	'382978487046246400'	1	type of impact	Death	13	18	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
False	'382978487046246400'	1	item affected	182	57	60	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
False	'382978487046246400'	2	type of impact	earthquake	37	47	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
False	'382978487046246400'	1	type of impact	Death toll	13	23	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
True	'382978487046246400'	4	place name	Pakistan	28	36	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
True	'382978487046246400'	2	location modifier	in	24	26	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
False	'382978487046246400'	1	item affected	Death	13	18	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
True	'382978487046246400'	3	severity or quantity	182	57	60	RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT
True	'503737198186090496'	2	place name	California	75	85	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
False	'503737198186090496'	1	type of impact	Californiaearthquake	75	95	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
False	'503737198186090496'	2	type of impact	quake	68	73	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
True	'503737198186090496'	1	place name	USA	20	23	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
True	'503737198186090496'	1	place name	CA	25	27	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
False	'503737198186090496'	1	item affected	destruction	39	50	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
False	'503737198186090496'	1	severity or quantity	6.1	64	67	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
True	'503737198186090496'	1	type of impact	destruction	39	50	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
False	'503737198186090496'	1	severity or quantity	magnitude 6.1	54	67	RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP
True	'593069297225838592'	1	severity or quantity	Serious	19	26	#NepalQuakeRelief  Serious logistical problem. Ineffectiveness of the government and dirty politics C K Lal next http://t.co/G5ZAaLJrZs
True	'593069297225838592'	1	type of impact	logistical problem	27	45	#NepalQuakeRelief  Serious logistical problem. Ineffectiveness of the government and dirty politics C K Lal next http://t.co/G5ZAaLJrZs
True	'593069297225838592'	2	place name	Nepal	1	6	#NepalQuakeRelief  Serious logistical problem. Ineffectiveness of the government and dirty politics C K Lal next http://t.co/G5ZAaLJrZs
False	'593069297225838592'	1	type of impact	Quake	6	11	#NepalQuakeRelief  Serious logistical problem. Ineffectiveness of the government and dirty politics C K Lal next http://t.co/G5ZAaLJrZs
True	'593350027977756672'	1	item affected	Landslides	37	47	Earthquake-Hit Nepal at High Risk of Landslides in Coming Weeks: Study: The threat of landslides and mudslides... http://t.co/6Mw1VvVxtE
True	'593350027977756672'	2	place name	Nepal	15	20	Earthquake-Hit Nepal at High Risk of Landslides in Coming Weeks: Study: The threat of landslides and mudslides... http://t.co/6Mw1VvVxtE
False	'593350027977756672'	1	type of impact	Earthquake	0	10	Earthquake-Hit Nepal at High Risk of Landslides in Coming Weeks: Study: The threat of landslides and mudslides... http://t.co/6Mw1VvVxtE
True	'382839945104093184'	2	severity or quantity	250+	0	4	250+ souls died in the earthquake and people jumping for miraculous island... Sad and funny at the same time. #earthquake
False	'382839945104093184'	1	item affected	250+ souls died	0	15	250+ souls died in the earthquake and people jumping for miraculous island... Sad and funny at the same time. #earthquake
False	'382839945104093184'	2	type of impact	earthquake	23	33	250+ souls died in the earthquake and people jumping for miraculous island... Sad and funny at the same time. #earthquake
True	'382839945104093184'	1	item affected	souls	5	10	250+ souls died in the earthquake and people jumping for miraculous island... Sad and funny at the same time. #earthquake
True	'382839945104093184'	1	type of impact	died	11	15	250+ souls died in the earthquake and people jumping for miraculous island... Sad and funny at the same time. #earthquake
True	'382839945104093184'	1	item affected	people	38	44	250+ souls died in the earthquake and people jumping for miraculous island... Sad and funny at the same time. #earthquake
True	'384882915642855424'	4	place name	Daly City, CA, United States	37	65	2.3 magnitude #earthquake. 4 mi from Daly City, CA, United States.http://t.co/gnNfMDmkXs
False	'384882915642855424'	1	location modifier	4 mi	27	31	2.3 magnitude #earthquake. 4 mi from Daly City, CA, United States.http://t.co/gnNfMDmkXs
True	'384882915642855424'	2	location modifier	4 mi from	27	36	2.3 magnitude #earthquake. 4 mi from Daly City, CA, United States.http://t.co/gnNfMDmkXs
False	'384882915642855424'	2	type of impact	earthquake	15	25	2.3 magnitude #earthquake. 4 mi from Daly City, CA, United States.http://t.co/gnNfMDmkXs
False	'384882915642855424'	1	location modifier	from	32	36	2.3 magnitude #earthquake. 4 mi from Daly City, CA, United States.http://t.co/gnNfMDmkXs
False	'384882915642855424'	3	severity or quantity	2.3 magnitude	0	13	2.3 magnitude #earthquake. 4 mi from Daly City, CA, United States.http://t.co/gnNfMDmkXs
True	'451230592378494976'	1	place name	Chile	53	58	RT @loockito: Terremoto de 8,2 grados en el norte de Chile deja hasta el momento 5 muertos #TerremotoenChile #PrayForChile #FuerzaChile
False	'591930922426994689'	1	type of impact	NepalEarthquake	81	96	@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.
True	'591930922426994689'	3	item affected	toll	64	68	@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.
False	'591930922426994689'	1	type of impact	Earthquake	86	96	@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.
True	'591930922426994689'	2	place name	Nepal	81	86	@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.
True	'591930922426994689'	1	type of impact	rise	74	78	@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.
True	'504293476390170625'	1	place name	California	3	13	N. California Cleaning Up After Strongest Quake in 25 Years http://t.co/8kSx3px8Lx
False	'504293476390170625'	3	place name	N. California	0	13	N. California Cleaning Up After Strongest Quake in 25 Years http://t.co/8kSx3px8Lx
False	'504293476390170625'	1	type of impact	Strongest Quake	32	47	N. California Cleaning Up After Strongest Quake in 25 Years http://t.co/8kSx3px8Lx
False	'504293476390170625'	1	type of impact	Quake	42	47	N. California Cleaning Up After Strongest Quake in 25 Years http://t.co/8kSx3px8Lx
False	'503905880468123648'	1	location modifier	Shakes Bay Area	81	96	RT @nicoleewayne: ?? USA http://t.co/NDXAWgcGx8 985 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Virginia USA New�??
True	'503905880468123648'	3	place name	California	100	110	RT @nicoleewayne: ?? USA http://t.co/NDXAWgcGx8 985 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Virginia USA New�??
True	'503905880468123648'	2	location modifier	in	97	99	RT @nicoleewayne: ?? USA http://t.co/NDXAWgcGx8 985 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Virginia USA New�??
False	'503905880468123648'	1	type of impact	Strong Earthquake Shakes	63	87	RT @nicoleewayne: ?? USA http://t.co/NDXAWgcGx8 985 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Virginia USA New�??
True	'503905880468123648'	1	place name	Bay Area	88	96	RT @nicoleewayne: ?? USA http://t.co/NDXAWgcGx8 985 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Virginia USA New�??
False	'503905880468123648'	2	type of impact	Earthquake	52	62	RT @nicoleewayne: ?? USA http://t.co/NDXAWgcGx8 985 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Virginia USA New�??
False	'503905880468123648'	1	item affected	Bay Area	88	96	RT @nicoleewayne: ?? USA http://t.co/NDXAWgcGx8 985 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Virginia USA New�??
True	'504013896848404480'	2	location modifier	in	89	91	US #Companies #US_News #earthquake #Napa Earthquake Spills Napa Valley Wines: Winemakers in California�??s renowned... http://t.co/hhVhC2cfdq
True	'504013896848404480'	2	place name	California	92	102	US #Companies #US_News #earthquake #Napa Earthquake Spills Napa Valley Wines: Winemakers in California�??s renowned... http://t.co/hhVhC2cfdq
True	'504013896848404480'	1	place name	Napa Valley	59	70	US #Companies #US_News #earthquake #Napa Earthquake Spills Napa Valley Wines: Winemakers in California�??s renowned... http://t.co/hhVhC2cfdq
False	'504013896848404480'	2	type of impact	earthquake	24	34	US #Companies #US_News #earthquake #Napa Earthquake Spills Napa Valley Wines: Winemakers in California�??s renowned... http://t.co/hhVhC2cfdq
True	'504013896848404480'	1	item affected	Wines	71	76	US #Companies #US_News #earthquake #Napa Earthquake Spills Napa Valley Wines: Winemakers in California�??s renowned... http://t.co/hhVhC2cfdq
True	'504013896848404480'	1	place name	Napa	36	40	US #Companies #US_News #earthquake #Napa Earthquake Spills Napa Valley Wines: Winemakers in California�??s renowned... http://t.co/hhVhC2cfdq
False	'592699303514251264'	1	type of impact	earthquake	36	46	RT @livemint: Explained: The #Nepal earthquake and why more can be expected in the future http://t.co/UakKgEg4UO http://t.co/DhzuaZ6vVS
True	'592699303514251264'	2	place name	Nepal	30	35	RT @livemint: Explained: The #Nepal earthquake and why more can be expected in the future http://t.co/UakKgEg4UO http://t.co/DhzuaZ6vVS
False	'451502559140671488'	1	severity or quantity	8.2	56	59	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
True	'451502559140671488'	1	location modifier	in	11	13	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
False	'451502559140671488'	1	severity or quantity	8.2-magnitude	56	69	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
True	'451502559140671488'	2	place name	Chile	102	107	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
True	'451502559140671488'	3	place name	California	21	31	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
False	'451502559140671488'	1	location modifier	Chile	14	19	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
False	'451502559140671488'	1	place name	northern Chile	93	107	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
True	'451502559140671488'	1	place name	Chile	14	19	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
False	'451502559140671488'	2	type of impact	earthquake	70	80	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
True	'451502559140671488'	2	location modifier	northern	93	101	Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO
True	'383476065550606336'	2	location modifier	in	29	31	RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
True	'383476065550606336'	3	place name	Balochistan	33	44	RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
True	'383476065550606336'	1	location modifier	in	104	106	RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
True	'383476065550606336'	2	place name	Delhi	63	68	RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
True	'383476065550606336'	1	place name	Balochistan	107	118	RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
False	'383476065550606336'	2	type of impact	Earthquake	18	28	RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
True	'383476065550606336'	2	location modifier	in	59	61	RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.
False	'384943272319152128'	1	item affected	Borrego Springs	39	54	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
False	'384943272319152128'	1	location modifier	of	36	38	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
True	'384943272319152128'	1	place name	California	56	66	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
False	'384943272319152128'	2	place name	Borrego Springs, California	39	66	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
False	'384943272319152128'	2	type of impact	earthquake	19	29	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
False	'384943272319152128'	2	severity or quantity	M1	15	17	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
False	'384943272319152128'	1	location modifier	1km W of Borrego Springs	30	54	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
True	'384943272319152128'	1	location modifier	1km W of	30	38	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
True	'384943272319152128'	1	place name	Borrego Springs	39	54	USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake
False	'591940312857071616'	2	type of impact	quake	19	24	CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC
False	'591940312857071616'	2	severity or quantity	7.8-magnitude	5	18	CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC
True	'591940312857071616'	2	place name	Kathmandu	41	50	CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC
True	'591940312857071616'	2	place name	Nepal	30	35	CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC
False	'591940312857071616'	1	location modifier	Kathmandu	41	50	CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC
True	'591940312857071616'	2	location modifier	near	36	40	CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC
True	'451332859744108544'	1	place name	Chile	51	56	RT @MiDiarioPanama: Cinco muertos por terremoto en Chile || http://t.co/bo4j1pQqvY
True	'503808262920474624'	1	type of impact	injured	38	45	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
False	'503808262920474624'	1	item affected	Six people	16	26	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
True	'503808262920474624'	3	item affected	people	20	26	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
True	'503808262920474624'	3	severity or quantity	Six	16	19	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
False	'503808262920474624'	1	type of impact	critically injured	27	45	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
True	'503808262920474624'	1	severity or quantity	critically	27	37	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
True	'503808262920474624'	4	place name	California	49	59	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
False	'503808262920474624'	2	type of impact	earthquake	60	70	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
True	'503808262920474624'	3	location modifier	in	46	48	RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3
True	'383588316446081024'	1	item affected	local commander	15	30	#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis
False	'383588316446081024'	1	item affected	killed	31	37	#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis
True	'383588316446081024'	1	type of impact	clash	41	46	#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis
True	'383588316446081024'	1	type of impact	killed	31	37	#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis
True	'383588316446081024'	1	place name	Karachi	1	8	#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis
True	'383588316446081024'	2	place name	Pakistan	72	80	#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis
False	'383588316446081024'	1	item affected	commander killed	21	37	#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis
False	'503966822606319617'	1	type of impact	earthquake	54	64	RT @EthanBearman: Fascinating #tech look at #data of #earthquake - How did the Napa earthquake affect sleep? https://t.co/uTH3p7Xc2p #napaq�??
True	'503966822606319617'	1	item affected	sleep	102	107	RT @EthanBearman: Fascinating #tech look at #data of #earthquake - How did the Napa earthquake affect sleep? https://t.co/uTH3p7Xc2p #napaq�??
True	'503966822606319617'	2	place name	Napa	79	83	RT @EthanBearman: Fascinating #tech look at #data of #earthquake - How did the Napa earthquake affect sleep? https://t.co/uTH3p7Xc2p #napaq�??
True	'503857262754938881'	1	severity or quantity	$1B	66	69	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
False	'503857262754938881'	2	type of impact	Earthquake	36	46	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
False	'503857262754938881'	1	place name	N. California	22	35	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
True	'503857262754938881'	1	type of impact	Damage	47	53	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
False	'503857262754938881'	1	item affected	$1B	66	69	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
False	'503857262754938881'	1	item affected	Damage	47	53	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
True	'503857262754938881'	1	place name	Northern California	71	90	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
False	'503857262754938881'	1	location modifier	Northern	71	79	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
True	'503857262754938881'	1	place name	California	25	35	(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�)
True	'503747412150607872'	1	place name	Washingto	131	140	RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??
False	'503747412150607872'	1	severity or quantity	6.0	103	106	RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??
False	'503747412150607872'	1	severity or quantity	magnitude 6.0	93	106	RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??
False	'503747412150607872'	2	place name	Northern California	63	82	RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??
False	'503747412150607872'	1	type of impact	earthquake	52	62	RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??
